x,y,z
21.4357,43.242,91
28.9316,70.0307,128
23.1997,2.64834,13
19.0088,97.9596,189
24.2973,85.5048,172
24.0147,10.6278,32
27.3175,33.464,56
30.3005,56.3226,103
26.4411,98.6332,178
25.679,30.6281,57
23.0453,90.2345,196
28.6185,56.4011,105
24.8243,23.6232,39
27.6251,73.2835,165
30.7667,95.2486,196
22.0383,21.5359,49
29.5015,87.2765,171
26.8397,13.0259,29
21.2841,54.9731,111
23.1945,94.9681,173
24.7436,22.5577,47
31.8356,54.4839,109
28.245,89.4586,162
30.6408,39.6461,79
28.341,36.3273,63
20.3832,10.287,24
27.3688,54.2103,95
27.501,54.68,102
22.7968,88.1405,136
25.5092,11.268,29
25.7231,81.0734,154
26.4173,30.3055,49
26.537,1.26843,12
24.62,23.6559,30
33.3534,1.54512,7
18.0505,70.3189,167
17.4239,30.3377,61
32.7112,48.5638,91
19.9668,37.1308,62
25.2813,92.0157,178
23.354,77.9554,156
24.5339,35.5197,69
29.4248,77.1076,162
24.7936,3.89084,16
25.3083,83.8409,163
26.7446,34.325,63
26.7169,50.6478,98
28.7587,47.1748,98
27.4454,7.25697,18
23.1667,94.3371,196
22.3525,50.5176,96
23.182,87.6704,175
30.5104,82.3098,162
27.5275,17.0066,43
22.2045,96.5929,222
28.7771,64.261,138
27.0357,20.683,42
24.1944,10.2554,24
26.3222,10.4255,15
20.865,42.6874,88
24.669,31.9103,68
27.3169,74.7867,148
24.0515,45.8959,92
28.3695,37.5168,78
22.6578,8.42405,25
20.7686,81.8843,136
31.4699,87.7568,173
24.937,0.105042,2
33.7319,93.9407,167
28.5835,39.7088,89
19.1874,18.7355,46
31.3659,16.6167,33
28.3895,12.4187,33
25.3728,20.6188,48
29.3247,16.903,36
29.3771,61.7651,102
24.7208,31.0774,53
22.8958,20.1552,34
21.4157,73.1071,147
21.3042,39.9334,87
28.5151,76.9714,165
31.7535,70.3106,109
20.3679,17.517,55
20.0104,68.5656,134
30.7389,29.858,50
23.1504,88.7103,173
24.5042,34.1763,88
19.6569,14.9873,29
28.2857,23.6525,42
28.9163,25.138,62
24.321,84.2766,178
20.2312,25.1046,50
23.6242,37.4316,73
28.3101,63.4016,132
25.9236,55.4957,109
25.5243,81.0779,138
27.9213,67.985,139
23.8602,10.8935,26
21.5181,65.3391,137
27.6039,32.4459,63
