x,y,z
13.9924,57.3057,131
7.61792,58.863,136
14.7875,30.7383,76
17.9524,81.9613,204
15.6614,57.756,145
7.68246,27.5274,57
11.8487,56.8747,163
27.7096,75.5992,190
8.41165,21.2577,51
14.8012,62.2737,163
25.0007,13.7854,36
18.7401,44.4014,109
15.4379,67.9459,179
18.8014,2.05308,11
6.76966,49.1162,134
9.20042,32.3014,87
7.98433,90.3692,199
7.62115,1.57163,8
23.6959,32.03,80
12.4823,15.3397,34
10.101,6.45162,17
12.6969,46.6411,127
14.6248,81.82,200
7.02237,5.12833,15
-2.71799,73.7553,179
17.9149,98.1997,268
21.2394,2.9377,9
14.5227,35.4081,98
11.7677,15.9683,44
22.4624,24.8103,76
11.7929,76.7769,199
6.26189,37.1792,101
15.865,89.3559,206
15.6888,98.4593,250
16.4189,60.5803,133
16.5432,94.1674,238
9.44012,17.7024,43
13.33,52.1612,114
17.6181,40.8803,93
12.2482,25.8839,74
13.3431,5.82902,20
26.0984,99.62,283
7.66659,75.0391,200
13.3386,16.189,36
10.6467,26.1137,65
17.4447,60.0934,154
9.64068,10.8344,32
11.8786,71.9733,165
21.9048,97.9278,248
9.61663,16.5999,46
25.8375,27.244,72
17.7593,51.5129,132
17.393,73.0834,208
13.2491,54.0376,121
7.13218,5.94116,16
1.57416,56.0099,164
11.8619,24.2698,64
21.5379,9.58638,23
15.2923,93.5779,241
7.76754,79.5387,189
13.383,25.7333,50
12.6046,78.1335,210
8.96515,9.66541,23
16.685,10.7653,38
17.5011,34.3834,84
18.4609,75.3861,213
9.14313,61.7216,126
12.1798,11.2313,29
14.6137,19.1203,42
20.4978,98.1168,253
12.1359,51.7615,103
15.6047,36.8166,98
22.3723,46.6368,100
14.6551,4.30214,14
17.1227,14.8876,38
10.1824,60.4347,155
15.0951,95.8972,230
13.7775,93.7477,255
17.7621,69.6664,169
20.1274,71.5351,169
12.5491,51.6952,135
6.85673,79.8254,197
20.5817,53.2783,132
21.3109,35.7111,71
6.41763,72.3653,173
18.9741,77.1852,180
30.2549,16.784,45
12.3729,91.1744,207
15.6423,41.7155,101
16.6094,10.2776,25
13.7208,53.8831,132
15.6261,10.2777,35
21.541,28.6297,72
13.7937,51.4737,114
16.986,34.6076,95
16.5833,29.452,64
8.9433,44.0481,116
13.7635,88.3294,175
14.3483,81.8775,212
2.47973,30.5422,72
