x,y,z
11.5732,85.8293,252
21.0696,61.4092,200
14.2703,61.2398,158
16.0876,43.2715,144
17.6381,84.0023,248
18.9287,82.4538,239
14.9506,57.7243,147
22.6933,87.9562,241
17.2602,70.2168,211
14.1958,88.1723,276
16.4065,11.1761,35
15.974,58.3473,173
22.2646,31.9089,104
20.1021,74.8878,232
19.406,25.413,78
13.2161,4.51867,30
19.1826,56.9587,185
19.6386,66.6303,187
15.0354,42.7957,124
18.9209,48.7732,141
19.6395,40.7862,112
17.4755,46.5862,155
18.3844,81.1099,258
15.6469,69.2182,214
21.9019,82.125,221
24.4523,18.8967,47
15.3745,72.024,218
16.7479,10.1572,28
23.6367,62.3508,199
9.17817,63.0812,172
15.1999,15.5278,47
20.2926,84.7078,279
17.7194,50.1695,164
24.3041,62.5237,173
32.2317,84.3928,244
15.0347,85.7425,263
16.813,20.8101,65
25.7786,1.10542,6
20.7701,38.9912,125
16.5589,76.0605,226
12.9725,38.9742,105
22.6654,21.3219,80
21.198,45.5715,126
27.3073,3.81212,11
22.4726,6.20064,22
22.1503,85.3209,260
17.9151,75.0526,236
16.9333,78.3284,216
20.7582,0.59,4
18.7652,17.4588,56
20.3067,56.0637,154
18.7638,93.4059,283
19.8066,50.5624,156
11.2452,77.5032,233
15.6735,87.1799,262
20.1418,13.278,33
17.9746,73.1814,202
20.3493,66.9712,185
25.0084,79.1835,219
25.7757,44.4251,152
15.1445,33.3896,102
17.4088,39.4833,139
16.6144,4.94562,20
13.5088,48.4144,157
22.9616,29.9624,96
11.8044,13.4641,46
19.8993,4.14494,20
21.7275,75.4407,222
13.7792,31.7009,92
19.3959,6.81228,22
14.7776,49.5951,139
22.4099,71.9859,236
18.0028,8.98732,37
18.9157,26.8427,76
10.3606,30.9848,85
15.7996,41.7414,116
26.4311,78.9135,221
12.4365,96.0729,296
14.1495,3.58448,19
16.5416,17.1868,43
8.12082,83.7296,239
26.1449,38.6395,106
23.6434,84.5227,213
16.9568,47.3203,144
18.3717,31.7949,86
16.6353,16.0381,57
8.49488,41.8555,124
16.6815,81.2713,234
25.7761,94.278,259
18.0692,39.5651,125
16.9436,56.2858,158
15.9649,90.4948,259
23.738,38.82,128
20.8243,60.5311,186
10.5889,39.9892,112
12.0266,56.4511,155
24.0772,34.2506,104
19.5057,87.0072,249
14.2843,94.0187,259
14.5918,2.34594,8
