x,y,z
23.7659,8.91302,20
10.2465,23.6227,45
9.84822,66.6492,117
13.619,88.5966,131
18.8597,33.251,70
10.6314,24.933,42
9.10415,84.3241,154
8.96263,32.279,58
11.1443,6.47956,20
9.04976,31.0154,43
19.0857,37.9673,72
10.8726,17.9222,44
16.6189,51.4391,100
14.5611,15.5283,22
8.4396,73.4287,120
8.5056,91.4926,173
8.39006,70.2348,135
19.1905,54.8542,88
10.3494,69.5235,123
8.48602,18.7466,37
14.3985,77.2205,129
18.5215,25.8004,36
19.4714,72.6439,113
15.0821,26.6746,37
5.10316,94.5277,150
13.5954,37.4409,72
6.8215,60.6064,113
0.532791,39.1132,74
10.554,83.6332,144
5.78132,31.9391,59
14.5427,97.413,180
10.4483,41.8007,68
18.3663,88.7493,138
17.633,62.0107,122
12.5946,27.257,65
13.6587,2.06619,4
16.7938,67.6411,109
7.49837,19.1459,41
0.244161,47.5465,85
13.8687,47.5509,85
8.52196,45.036,67
-0.140683,28.3109,43
15.9087,5.53561,12
19.0961,41.0714,76
6.75911,74.7843,132
6.01543,92.8587,169
12.6038,2.25919,9
14.2692,35.3436,46
6.29514,0.662937,3
13.7879,56.6592,96
5.94118,55.9797,114
12.1599,79.3503,126
13.206,78.7306,115
2.32788,22.6353,32
8.88303,34.4705,65
4.72132,33.3291,78
13.083,45.7236,80
14.5347,35.7003,62
14.3134,75.911,152
16.0393,6.90346,16
8.03639,12.8074,30
11.088,16.2928,40
2.26572,64.552,113
9.70527,6.03816,14
18.7433,79.0468,142
6.65388,93.5347,156
4.85369,70.5548,135
12.9108,71.5536,117
19.3723,3.53986,6
1.59423,32.4572,69
7.5357,81.4221,138
11.317,71.975,135
21.6247,92.6447,166
5.91471,14.092,23
15.1884,4.36986,14
14.8284,38.3814,62
14.7126,8.89929,22
14.1731,81.962,124
17.2732,12.6018,26
9.10254,49.1506,86
-0.534536,6.93821,9
13.7467,55.3152,91
14.3965,10.506,31
15.9013,7.64221,16
8.41987,88.4073,175
21.1629,91.5985,146
14.9397,93.5879,182
16.796,22.1252,54
16.8269,63.3863,122
21.0972,18.4124,31
11.612,24.3054,45
16.3362,94.0015,180
10.7505,2.98313,9
8.60702,82.0821,139
16.8779,23.4303,42
21.3094,76.1947,106
8.9894,70.0091,131
18.2218,15.2653,30
13.8733,7.43296,8
15.7419,26.6307,41
