x,y,z
17.2685,47.0001,78
19.8868,78.8714,115
18.3035,22.5394,42
11.5514,72.0059,97
12.0604,10.2499,21
18.8508,59.5165,90
15.715,2.41616,2
15.5141,58.8556,75
13.4655,17.1033,27
21.7793,35.9343,53
21.002,37.8386,66
18.0614,83.1726,108
22.0867,61.6227,102
20.6362,1.24364,1
18.6935,75.637,132
14.8571,2.12136,11
16.6418,22.8478,31
12.1278,94.4936,117
19.1054,91.0107,147
23.3691,71.3316,122
25.7913,24.5084,36
18.3889,26.7931,48
20.8414,73.5399,108
12.6004,73.7138,115
18.8525,65.7567,88
21.1246,16.3711,28
11.6877,50.278,81
20.0548,44.9658,63
17.9887,84.4627,115
20.9585,24.3864,33
16.1147,36.0683,52
17.2235,76.333,122
23.1523,30.4201,37
23.8557,17.4632,31
17.5617,72.8393,108
17.0675,49.6229,83
22.0245,78.4074,114
14.2144,24.923,42
19.2929,22.8385,47
23.3643,47.3624,55
8.49801,34.0042,63
13.5657,36.1739,59
17.7934,2.77844,9
23.0332,51.9435,71
14.9349,53.6217,65
23.2879,37.1681,57
22.3313,59.2502,74
17.6705,19.2222,25
14.5213,41.7994,63
17.1961,53.6546,86
23.9322,0.648887,7
15.042,55.568,68
14.5736,56.224,69
20.7147,41.7329,74
17.5739,6.33338,16
20.4114,89.1438,142
25.1604,12.8826,27
18.9421,77.5368,108
22.2045,14.0733,25
20.3183,31.5094,49
19.7998,11.1243,17
14.2545,93.7211,128
22.8217,28.2454,37
22.107,20.8953,31
13.1303,19.3054,38
17.521,28.3569,53
20.8826,23.0599,46
20.5375,9.49351,16
12.3373,28.0525,53
17.3515,88.6672,109
6.61754,5.21372,11
19.2607,55.7904,52
24.9913,31.3455,47
16.3331,47.6867,65
24.783,89.2154,127
16.6442,80.8807,128
15.428,5.92511,11
17.3,95.7567,154
17.1036,95.1329,138
12.9683,91.6959,148
16.3588,72.2069,99
16.803,59.9721,98
19.782,73.6229,116
20.5936,64.4449,89
15.3882,4.2232,7
11.6579,17.5291,29
16.6745,8.87489,20
16.137,80.3336,120
14.0367,5.05077,7
20.7783,38.7865,61
17.7717,67.0166,124
17.477,98.0715,145
17.1456,31.8555,61
21.8248,59.8715,90
16.477,52.2751,91
22.9752,88.7174,130
23.5996,49.9209,73
19.1674,85.9946,122
28.3044,7.87039,10
18.7241,76.5933,104
