x,y,z
24.1303,54.1515,189
21.2918,81.9171,307
23.0641,95.9719,346
18.3777,94.5056,354
11.2289,18.6846,82
26.2839,81.9794,263
16.2838,62.4141,234
18.8827,42.442,186
15.8098,8.77758,42
21.1008,50.4856,180
24.2564,82.1595,287
30.4239,46.9449,171
15.8456,70.3763,269
20.5483,19.3696,74
16.0673,51.48,179
31.0673,32.321,130
8.69312,49.949,190
28.0308,46.2964,158
13.6767,40.5802,160
11.0821,58.6786,208
16.8416,83.3778,310
7.78643,87.3207,306
15.9643,95.2793,325
17.5571,35.6343,134
17.4556,40.28,158
24.6929,36.419,127
18.6191,2.82407,14
16.4932,10.12,44
9.49729,3.48428,15
13.9346,55.1161,220
17.7092,33.4308,97
17.0788,87.1355,340
21.2226,70.3616,267
22.1078,22.8861,85
12.4451,9.6517,36
18.6613,33.7264,136
16.9141,97.7544,348
6.97595,47.4035,167
23.1362,38.1453,135
30.6156,8.41975,35
17.051,31.6925,140
15.3419,37.6894,133
20.237,91.9322,336
20.7135,5.86877,26
13.4203,21.7925,100
9.7642,96.1472,336
28.2039,95.7409,362
22.7535,83.5802,308
18.2565,1.15675,13
17.1793,41.8487,143
22.0025,33.9232,119
2.56178,18.8618,80
14.3839,58.0188,187
17.0559,87.8188,298
8.69489,81.2914,299
23.7664,67.4188,253
22.7325,57.909,225
16.1975,48.163,155
27.8249,47.0011,187
20.7255,58.4986,229
15.0961,30.3659,112
24.3463,70.7834,260
22.8958,7.765,39
13.8699,3.82336,21
21.0017,91.5186,322
17.8812,63.0296,229
19.9667,16.2355,74
25.2941,61.4423,247
14.7936,13.6007,62
30.5947,79.3548,288
16.2487,8.20033,39
21.4776,74.7893,270
13.5381,75.7486,291
28.0912,6.2906,26
25.2303,38.0192,144
28.3212,73.2125,288
10.7132,68.3444,251
8.03556,50.9057,183
24.1368,70.7077,280
15.0475,72.8687,242
9.77476,28.5373,109
25.0154,12.5446,52
20.5037,53.6765,199
33.2512,50.5985,199
24.3271,28.2094,99
4.16815,44.8438,165
23.5415,0.894641,14
23.8727,18.3863,71
21.7246,17.5484,79
23.6091,56.7114,212
8.34895,84.3592,317
22.5542,36.3284,148
25.2611,27.3247,104
19.8712,5.07793,19
15.8281,64.1134,226
16.7931,32.7962,118
25.6445,70.1309,265
10.8691,64.6567,243
25.8676,40.2575,149
32.1854,23.6028,84
