x,y,z
19.9498,22.253,46
22.9773,95.5919,162
24.6672,98.0107,177
23.2063,90.7506,169
22.4355,73.9047,142
19.4135,73.2448,113
19.7402,9.36448,17
20.8041,72.6131,120
19.4634,42.3291,76
19.7156,55.0602,121
22.6777,50.965,96
22.7453,91.4133,158
18.2898,58.7224,100
21.7287,97.7822,195
25.0796,73.341,139
20.6862,5.50933,12
22.1296,30.7636,59
21.5888,45.1654,94
18.9134,34.8363,65
16.6232,47.1558,97
21.9929,58.5968,91
20.1505,84.9273,154
22.3936,46.3121,91
20.337,31.4848,58
22.9364,83.2168,141
15.6736,94.2334,178
22.1778,90.5003,173
21.9715,28.1296,47
21.4111,13.3231,30
19.1765,83.1026,142
23.9723,49.0734,88
21.862,59.8936,108
19.1933,12.1005,15
22.9218,56.5766,99
20.0877,35.5843,59
21.6274,83.1192,168
17.8589,61.725,102
20.7534,15.403,30
18.7296,83.7814,134
23.89,80.1358,136
23.4239,36.4046,56
22.8376,69.8414,124
14.25,32.612,65
19.1509,69.3468,126
22.4322,1.95291,8
20.475,81.7745,142
21.3638,33.8058,72
15.783,73.3821,134
23.1383,85.4817,140
20.0869,51.5274,96
22.5902,50.3607,89
23.6889,36.3182,68
21.3805,63.8858,139
17.7717,50.7164,110
22.2561,97.3663,153
19.7871,97.3464,157
18.5132,29.016,59
23.211,31.3149,80
15.3595,16.5975,29
20.5476,18.961,30
19.1446,8.85849,23
18.7215,17.1095,36
17.1382,71.4097,130
16.2531,45.5123,94
22.8162,73.6193,151
16.3402,47.5551,77
20.339,26.3348,51
14.8428,73.9035,138
17.2044,12.6591,30
22.6096,69.9097,127
24.7924,26.7921,45
15.7394,90.2636,156
23.6547,44.3385,65
19.6918,75.7548,143
23.4033,14.3874,31
23.4429,50.5277,75
17.7855,82.1395,159
22.2261,74.672,128
21.8612,26.5353,56
20.3306,58.0982,99
15.5473,13.9215,29
19.6332,85.1055,154
21.0989,91.9046,171
21.5289,66.7748,101
17.8007,41.0601,67
16.0005,53.0374,94
20.492,46.0725,90
23.2999,68.0133,129
21.8647,94.6201,179
17.194,19.3835,44
21.9343,57.3428,95
21.3728,7.04435,20
21.4101,64.3849,125
18.7797,25.0081,53
20.5153,41.9326,77
21.6583,28.8379,67
25.4676,1.82176,9
21.101,3.85197,7
23.7152,87.9519,145
20.0812,84.8553,156
