x,y,z
12.7595,86.7753,194
9.67234,19.3704,53
10.8076,0.314233,2
15.4966,8.78246,18
10.4075,26.1949,70
17.3759,20.9308,48
9.19406,25.3663,44
13.6251,12.4933,35
10.5779,6.72271,18
10.5789,92.6622,213
7.34073,31.258,57
10.2593,64.5712,164
16.3658,85.5512,187
14.4002,6.45394,17
14.3805,6.64601,22
15.89,66.8459,158
7.48851,64.9645,159
14.4292,26.1869,54
7.99956,56.0154,124
11.7152,51.4646,116
12.8009,49.1892,116
10.9143,49.751,118
7.67716,84.3944,195
17.0613,33.5987,74
15.9464,36.624,78
8.82196,40.6481,95
13.6845,66.1573,156
11.5899,3.09444,11
10.9468,67.1404,163
5.56078,11.8236,32
15.9016,73.125,170
11.8005,74.1644,171
17.5848,55.3443,130
14.9759,36.118,101
10.6313,38.4118,74
14.2123,12.2672,29
10.9478,67.9603,150
13.3079,57.8487,146
17.327,97.7493,238
15.0438,30.7461,68
10.6563,42.8357,97
17.9562,61.8869,123
7.72185,8.47422,23
15.9925,51.9102,110
13.4042,76.2976,190
8.99395,49.1677,93
11.5784,74.4496,181
10.3953,18.1275,48
11.1082,97.646,217
11.877,6.36899,16
14.2083,19.0623,35
19.0526,23.0088,56
14.4159,78.2414,201
3.75407,6.95254,11
7.00434,54.1082,123
13.3258,52.6177,122
13.5228,48.3623,101
12.7904,74.9859,210
11.4167,62.1856,136
12.6725,31.5624,74
10.0795,1.28962,6
15.1134,94.9743,223
12.4464,3.03914,5
16.7431,7.06826,28
9.90171,3.68244,13
13.9209,54.7209,136
6.85413,86.7159,192
13.8771,63.1819,140
20.6613,13.9014,37
18.2948,54.9675,121
13.387,91.9671,231
12.0464,82.0779,172
9.78582,37.4464,96
19.577,16.2169,39
15.1644,34.4387,72
10.2827,70.4247,151
14.2587,12.3996,34
12.4867,49.3587,112
8.0852,51.1412,130
14.0204,65.4979,166
17.7421,23.089,67
13.673,20.456,49
16.8347,50.3286,122
8.62635,11.6243,24
19.5967,31.0355,59
12.4543,94.3451,202
11.3832,41.2229,95
15.9663,79.2296,176
12.236,58.8625,132
15.7078,15.5001,28
12.8442,37.8073,103
8.32981,81.4583,193
10.3367,90.8345,209
23.1395,26.8071,66
26.7494,78.6446,204
4.65677,81.6729,198
21.1261,80.0731,177
17.3186,70.4297,150
6.72233,89.9321,208
16.9203,42.3997,104
