x,y,z
34.3987,31.9791,69
23.4619,3.90777,10
21.3296,49.2005,98
32.836,91.425,164
26.3791,33.1439,85
32.6718,49.8989,86
30.3878,9.00019,20
13.1299,60.7434,137
24.1429,3.22853,13
18.7322,21.1621,53
17.5897,33.1263,77
18.3929,26.9284,62
31.9461,84.5392,165
7.44418,95.526,166
39.3411,7.91022,32
20.4808,0.601862,9
17.0771,51.973,121
10.9877,60.7715,123
28.7376,66.6142,135
22.0214,0.701294,4
20.4958,91.6395,187
38.0887,92.8483,160
20.37,59.9138,108
16.406,21.3962,47
14.8969,3.66347,12
27.0886,93.6339,207
20.6119,38.21,76
16.3294,62.9401,132
34.2,17.0431,34
20.0374,57.5435,122
39.5981,84.2585,196
17.5295,93.7637,161
21.4008,30.1632,56
35.9375,22.6519,46
27.7644,70.4185,150
19.2409,64.8272,148
26.4681,13.2169,36
21.9667,96.3742,184
16.3007,38.9977,76
30.4414,90.5127,151
22.0436,90.4418,160
30.3188,34.2626,75
28.9014,69.9027,146
15.4058,7.59922,22
21.7025,7.34666,31
34.5982,15.7985,42
20.7218,28.7628,62
26.5205,18.7344,44
20.1052,18.3525,37
16.5873,69.3849,122
26.0201,49.0348,105
15.7346,95.9529,188
33.4054,40.0791,81
30.7305,34.3333,69
43.6976,46.4552,81
36.3093,27.0665,54
38.2958,0.0793635,17
18.4425,51.3153,92
27.0843,30.9047,68
23.8725,95.1221,188
23.4329,76.1092,147
14.3767,18.916,39
30.3348,77.1946,162
18.5541,37.8702,99
29.4591,2.57466,17
25.536,35.6487,75
37.6981,52.3402,93
28.5787,25.1847,46
26.0078,90.6135,180
34.7843,22.1635,50
36.7137,48.7743,87
32.153,58.1068,120
17.2194,31.407,68
15.4918,2.78457,11
32.9048,31.2053,65
22.9284,3.37142,13
14.182,8.25777,20
28.0296,61.6034,115
29.4058,56.0469,108
26.4059,17.219,41
47.6432,39.4114,87
23.1297,0.71298,8
27.1012,34.3589,66
34.4261,0.736136,8
21.4479,85.5151,154
45.8568,24.6261,45
24.4259,88.5434,167
34.1536,27.1213,66
19.0503,55.4267,106
10.365,96.2353,207
10.0959,53.7838,102
19.786,68.9871,130
28.4985,25.6165,59
20.4651,8.21457,19
20.0851,10.6295,27
32.465,81.0396,163
35.4889,51.4592,93
9.94969,85.0854,182
23.8504,45.4618,79
16.1444,13.0535,37
