x,y,z
25.2597,44.2544,67
22.4819,94.1358,136
20.1348,40.9926,64
13.053,49.9574,80
26.704,23.7769,32
21.5442,30.0881,59
19.4399,31.2001,49
17.621,28.8742,46
23.5899,54.5749,98
24.7536,69.3329,85
23.3753,49.1293,64
18.7962,91.871,135
28.04,85.1645,110
21.7165,16.2849,31
16.64,60.1394,83
25.8084,8.263,28
23.2552,57.5535,83
16.1586,79.7891,108
23.5339,71.0329,118
16.6684,6.11243,11
15.1149,28.8928,43
19.6847,39.2685,58
22.2682,32.5735,53
16.1066,83.2144,105
19.1623,50.4326,70
17.7805,77.0561,101
20.2851,27.7557,45
18.8157,54.8451,57
22.2641,91.2144,103
21.5519,8.80107,26
20.5788,78.7777,116
19.2192,70.4554,98
20.719,85.3801,123
21.0684,1.27409,6
16.3369,46.565,60
19.4487,82.8698,112
20.3572,46.3805,62
23.0356,54.6322,72
17.3372,74.5772,90
15.295,59.3396,80
17.2712,46.8309,66
16.6295,98.6424,139
23.8103,37.4338,64
22.2647,48.0845,73
21.5389,24.6599,43
23.4282,79.0654,123
15.9344,95.2662,136
13.3085,49.3997,61
21.3948,58.0041,83
18.0365,87.4146,111
20.7102,38.1943,58
16.1127,77.4988,119
17.4102,84.1691,107
20.8908,82.4793,106
18.6709,58.8954,71
16.4239,62.8637,84
24.6442,29.4841,38
18.0341,41.9041,65
21.5298,92.3748,129
30.398,31.3448,50
22.0868,57.0218,85
16.6375,85.2151,123
21.9792,87.2437,124
10.5913,66.1756,102
16.5911,65.5919,101
13.5174,55.8622,61
20.6116,46.0117,55
14.5617,29.2885,45
21.1054,98.3461,148
13.5632,51.5532,76
15.243,17.3035,31
29.6456,5.54272,13
24.8111,78.2163,103
13.7009,62.4878,90
13.4098,77.498,116
20.8862,49.9231,64
21.4156,44.2202,56
15.5701,85.139,115
9.02108,59.2143,89
15.6524,21.9722,37
21.0807,64.9991,101
16.2819,32.3306,44
24.6036,71.3839,92
22.4744,45.7267,69
22.1106,24.2327,32
18.6268,89.1739,123
21.4983,92.5582,128
18.5608,94.1755,123
13.7045,76.8029,111
20.5494,82.5452,114
26.3986,44.6585,57
15.7467,4.66682,15
16.8392,4.30977,13
18.0297,8.96868,23
23.7952,81.3863,102
19.2021,35.9682,61
20.6925,61.8012,76
17.9759,86.9004,110
19.9789,68.3633,105
22.0475,60.3275,92
