x,y,z
11.0054,32.1035,65
19.325,61.3656,125
20.1012,78.0565,170
18.2821,67.1113,124
20.0206,20.3104,40
17.8954,82.189,181
15.6605,88.2057,218
17.8783,42.0093,104
19.8336,31.2399,74
15.6986,45.1039,98
17.2796,29.4827,70
15.782,76.7037,188
17.7239,65.4516,157
13.8987,91.5007,190
16.4466,81.1724,177
12.7356,86.739,168
17.4598,6.3127,20
15.8161,93.6471,183
19.1657,73.3355,166
17.9011,82.5017,174
15.2072,75.6438,175
12.3674,68.181,143
14.4767,48.4249,121
17.3164,21.1606,61
17.108,79.1898,175
17.4213,91.9011,231
17.2025,42.5574,101
13.8631,15.6897,31
20.1043,54.9766,121
19.0757,64.3911,130
21.3732,88.0552,194
17.6533,99.5506,203
15.8984,48.2632,121
21.0338,28.8357,57
13.8478,49.7465,104
18.3508,64.1498,156
16.0296,85.2792,163
18.5291,21.9131,54
17.5384,26.2857,62
14.6737,27.9135,63
12.9874,26.6577,61
14.7766,19.7003,39
17.2353,85.3395,193
16.0052,49.174,105
19.881,3.86357,13
16.9678,65.2612,153
18.8496,77.3897,173
15.4103,44.0415,99
19.8046,45.7742,104
13.8268,93.0265,215
14.2508,88.8005,177
16.5115,24.0349,57
21.8369,70.5939,150
14.7721,43.0333,86
17.4201,66.2638,143
17.3646,76.2738,181
22.1174,73.7364,171
12.567,97.8747,206
16.3756,89.2301,189
16.6191,80.7705,191
18.6591,94.0602,216
13.6035,51.3233,121
17.2589,10.0274,27
15.5622,26.5789,46
16.4814,69.9877,145
21.3271,19.1173,53
15.4933,95.9232,230
16.4134,73.7204,180
15.7438,23.1652,47
20.1734,33.3006,64
17.7509,90.5553,198
19.5436,34.855,76
18.6169,5.66946,16
17.5734,16.3395,37
15.8828,84.8669,167
20.5431,80.7096,183
18.6978,35.12,80
16.344,44.7629,105
20.8082,1.72753,7
18.8212,56.6418,138
16.4444,3.10698,10
17.4966,74.9972,150
13.2645,6.08423,18
14.4421,26.0672,67
14.8555,74.3654,162
17.7993,20.6218,45
18.3079,45.4823,107
19.0821,27.4723,56
12.1641,80.9989,183
17.4296,50.4007,132
20.9744,12.647,26
16.7436,61.7652,130
15.178,74.0792,165
17.3196,69.2374,154
18.2709,72.0332,172
17.5973,39.5595,90
23.4557,18.0028,39
19.4822,81.1001,183
15.8953,39.7115,76
17.3856,56.0269,122
