x,y,z
22.5654,42.6878,80
19.2143,94.013,175
16.851,78.7963,167
18.1535,2.65991,18
15.456,34.0452,68
12.5512,73.1255,157
17.8783,10.928,29
30.2971,86.8015,186
24.9874,37.6456,74
15.9731,8.54422,18
12.4386,38.1223,80
23.946,28.4863,58
15.9227,75.5894,140
11.8978,76.6281,174
25.9393,27.2235,49
24.494,75.098,165
27.3597,26.7066,65
25.1464,95.5935,187
21.3903,29.3925,72
25.8951,26.2627,43
24.2876,91.5851,194
17.2672,61.976,144
24.1516,68.8787,142
36.0816,45.2206,89
14.5187,60.7887,101
23.6614,92.487,199
20.2749,67.5691,139
17.2317,39.0922,84
14.8265,38.2525,84
17.8659,63.6186,119
24.2352,20.4466,30
20.4511,29.1557,72
18.9311,53.2843,113
23.4649,88.7038,187
15.4775,65.8785,145
26.6662,82.2636,158
20.2007,58.3891,126
27.0483,88.953,172
24.1772,20.137,53
22.2567,79.1315,187
12.948,80.3954,162
17.1098,17.4142,40
18.6379,21.4584,39
32.4938,28.3925,67
22.1034,30.1705,70
17.1441,74.4257,155
26.2925,51.834,95
25.9321,38.9968,98
13.5529,37.7566,98
18.0463,45.3024,95
24.881,26.1414,61
24.4968,56.9684,123
23.181,29.6835,64
6.8127,79.9072,175
20.9004,25.8682,31
14.7881,53.5733,96
20.1512,49.1862,107
25.545,24.8081,66
21.4795,31.1624,55
15.7424,8.73164,18
11.3816,72.7406,165
15.462,80.3856,169
32.2895,85.2579,180
25.7729,29.1683,70
25.9376,46.865,90
21.1713,52.6672,117
26.8818,69.3613,164
14.1205,61.1035,136
21.4719,47.1821,118
23.2894,54.4202,123
18.3503,16.2745,39
14.4847,55.3466,114
23.8574,2.92953,12
30.9864,44.6056,95
11.8799,8.45026,27
27.0759,85.7925,191
20.5624,50.3624,106
14.9766,57.5552,119
25.1448,23.7231,46
23.9558,96.5699,212
23.4638,11.4156,36
24.905,98.528,202
13.6411,54.4363,126
21.6531,55.1416,117
17.2398,2.99459,10
8.66342,86.0405,189
16.4136,1.24938,8
20.4501,14.662,44
19.5494,31.1695,64
21.6497,69.2115,127
10.8243,48.9664,85
17.2613,48.9725,109
28.055,9.8102,32
22.6412,22.3097,47
19.2636,35.4948,82
25.2158,66.8311,140
19.5853,45.5995,95
22.1415,89.7529,162
23.6298,82.5691,140
18.5745,19.4308,45
