x,y,z
11.8135,11.8962,21
12.3749,30.1276,43
10.1108,83.6369,92
16.1884,73.5156,71
7.66082,21.6632,37
11.5375,42.5408,57
15.5756,58.0463,62
19.6276,72.5276,76
10.0745,84.8696,81
6.6623,3.1265,9
-0.471856,31.2481,34
7.66537,66.2639,59
12.2678,58.0805,75
12.6836,15.1528,21
2.55268,15.926,14
20.6088,43.4483,59
19.5087,64.0013,66
5.05414,69.3263,69
17.691,73.6156,77
16.3015,50.4449,54
21.4089,11.6115,27
26.9779,34.8897,51
16.4634,64.4523,76
1.79842,43.6133,42
30.8307,56.5552,54
0.362065,57.7213,74
-6.46893,76.5378,90
11.6689,56.572,56
8.57423,81.7471,91
22.9935,97.0276,110
11.7792,53.3054,61
21.9836,84.284,80
4.39734,36.5099,43
20.9261,29.4271,33
28.3903,55.0219,49
9.88615,76.1748,85
10.7832,43.2631,40
-2.9992,87.5042,78
6.83265,16.3208,23
9.80263,47.3907,51
28.241,22.3673,28
7.32515,69.5173,67
26.286,38.5115,32
8.56926,74.8217,66
13.6262,63.9935,76
13.6577,52.8334,55
4.41203,9.9776,18
19.5781,97.8437,89
12.575,85.6743,76
0.833012,84.9181,98
7.82227,0.633967,5
15.3483,17.9155,22
11.8048,20.7645,24
20.9704,0.545461,4
19.5771,84.4003,92
12.2495,87.3704,99
22.6042,62.9009,47
21.6555,29.5553,30
13.4956,90.3429,112
12.7329,99.3933,97
12.479,2.29579,9
19.0898,1.84229,16
15.2741,53.558,59
22.9891,52.5551,60
27.2413,14.72,26
19.9853,49.6693,66
21.9204,11.0853,16
18.8251,13.137,18
17.3433,46.4137,44
7.66257,63.8249,76
12.3975,72.3278,72
4.86697,46.6037,51
7.24522,9.68313,18
24.835,94.2733,100
15.03,63.4335,70
-11.4112,0.952055,8
25.1935,73.1917,90
15.8946,54.3161,59
9.84811,26.2429,44
13.7287,34.046,40
16.9785,0.987144,13
11.3222,38.3819,56
10.6922,23.6194,30
22.9442,18.5644,23
12.6315,21.2058,37
-5.49223,91.3628,90
6.76784,17.1307,28
14.2641,40.6601,47
7.64434,16.4894,36
26.0074,30.9431,30
22.8632,34.7097,37
16.9278,3.40185,17
17.6595,19.999,27
6.73285,53.5249,58
7.46074,1.61534,11
9.72931,60.8125,69
17.718,20.1356,22
5.91401,25.1826,24
9.22776,87.0866,109
12.7577,57.1469,55
