x,y,z
30.7151,52.842,108
27.0382,95.3496,207
20.957,42.5624,67
22.4885,30.029,50
25.9072,30.6565,65
36.1104,65.2406,131
31.4794,71.9304,165
34.0588,17.0211,38
21.1875,69.2131,130
24.8435,25.0955,52
29.579,4.47538,8
18.3937,35.7747,72
21.9601,66.3412,135
30.4151,94.5634,174
22.6539,70.9402,133
27.927,73.4327,116
24.3897,7.74551,18
17.4658,8.6356,33
20.1929,10.5088,29
24.3967,57.5429,120
18.6484,56.6339,114
14.2892,9.83316,31
41.843,10.4785,19
24.268,23.2678,47
25.3771,86.5388,168
21.8501,65.5084,118
17.8726,82.9808,163
22.5743,42.8658,103
25.658,68.6779,138
20.0234,73.6199,131
32.2784,84.5315,162
29.0364,8.78426,31
23.7441,53.8855,96
29.5254,34.0132,65
18.8672,23.8328,52
22.5529,25.5763,54
24.1482,15.647,40
29.7678,8.16334,16
26.0583,18.1455,33
24.4814,2.8592,9
32.4454,64.767,121
25.5873,13.4381,33
18.8336,51.0748,106
20.6915,80.0985,155
24.3278,41.6286,89
23.8004,18.7824,48
24.8434,76.6356,160
33.3584,23.0032,56
29.3808,67.1581,146
26.7201,98.9394,205
31.5888,87.4567,141
17.1806,84.9715,183
18.6037,89.4353,186
26.7892,60.7817,122
31.3356,19.4267,29
31.2368,22.6325,43
34.6999,34.1107,78
23.3559,74.3513,162
32.8354,99.5805,177
28.0922,16.7365,31
21.2093,96.4829,200
32.3145,5.8643,16
20.2473,35.4206,81
22.5729,90.3962,201
23.3222,24.7634,43
29.2387,32.9443,80
18.8038,82.5375,148
18.8486,98.529,206
26.5063,75.0676,140
20.1551,13.4559,29
18.1287,22.1582,43
24.9303,13.9869,32
30.2783,7.67193,22
22.2348,73.0042,135
26.3548,51.1583,94
34.4857,95.5655,184
32.6925,11.3741,22
13.8582,2.36258,10
21.1898,27.9204,63
26.1895,72.9384,146
27.3008,5.44962,20
22.5754,37.3447,76
33.3551,23.4357,50
20.0513,29.0756,60
23.0066,21.1384,39
21.679,21.4322,44
25.9638,21.7075,53
32.6896,4.04319,17
17.6799,94.5476,155
35.2673,45.6718,118
25.7079,45.6678,85
17.7157,73.1319,158
33.9242,17.5748,47
20.9782,60.8481,125
24.5845,95.4104,190
13.9882,62.1963,145
22.5747,72.0191,141
24.3765,7.84677,19
25.658,99.7663,185
21.2817,57.3989,127
