x,y,z
38.1712,64.4628,152
37.4782,47.6173,105
27.6651,30.0294,65
33.4182,33.6806,76
36.8322,23.1668,45
37.7628,25.8272,44
21.7342,7.2394,17
22.6211,29.2876,61
29.9777,87.1068,154
22.7545,5.67051,25
31.7028,29.0236,69
25.0066,78.1387,163
20.9234,63.7048,140
36.2165,61.8612,123
33.4107,37.1915,86
27.7629,82.7789,158
28.2362,37.7354,73
30.7763,88.6658,151
19.599,90.2195,174
17.3875,71.1108,145
31.246,93.0872,179
29.7479,45.4055,93
33.1675,56.0329,110
29.1056,12.063,37
25.6715,53.4566,99
21.6504,69.1497,114
39.8958,23.2518,49
27.9532,45.8176,91
21.4819,32.3666,78
26.1046,4.34906,12
19.1181,21.0744,44
35.8508,34.029,97
31.0678,95.4061,176
23.2405,20.1323,35
32.0306,7.68339,17
24.2851,55.3288,101
33.2407,77.5367,143
13.0723,3.3752,19
32.8203,35.0243,60
28.3704,33.6942,72
29.1249,93.8115,170
25.8354,84.3718,167
32.8843,59.689,113
10.8215,93.6457,182
25.2487,3.88666,16
22.6212,52.9493,103
27.9901,74.8181,142
29.7111,34.9347,84
17.154,4.45868,16
18.4998,96.6064,162
25.9252,10.9656,34
30.8365,51.9198,105
36.4007,90.5773,169
31.9745,99.4168,197
25.7112,69.4265,138
35.2536,39.8878,71
21.7778,95.5065,184
28.3382,86.8133,156
36.9802,38.1361,84
40.6999,19.8857,53
31.7748,47.922,87
31.48,53.4466,105
19.274,86.9051,168
31.3303,54.928,103
33.4968,8.12351,29
26.4655,61.4892,108
25.0872,93.0566,180
24.0239,65.4078,120
18.2246,58.8635,130
28.7635,91.0201,178
29.052,24.3914,52
19.9597,7.33002,23
20.9142,0.61936,10
30.5138,4.06763,15
39.8779,61.8511,124
27.702,65.259,119
20.5444,55.2635,110
22.4783,44.9322,83
24.1481,58.6327,111
25.6305,58.952,109
16.2418,5.87819,16
25.1468,12.2955,25
27.9197,81.3423,131
22.1573,32.2781,57
31.9799,95.5291,186
22.1123,52.7749,101
30.6144,56.8153,107
17.1695,95.2561,171
25.1703,28.9905,58
25.5359,74.5876,139
31.0383,61.7108,113
26.8438,9.47485,25
42.3326,95.9304,194
23.2026,26.0378,52
25.2495,59.299,117
28.1666,98.0837,166
31.8798,22.9938,72
36.3776,82.7309,170
30.2439,33.2581,67
21.7792,74.7558,120
