x,y,z
24.3845,82.9329,164
19.886,86.9131,147
25.5127,74.6815,98
23.5851,16.9072,40
25.9855,77.3765,135
28.3817,83.5892,136
27.2351,35.8635,53
24.1346,65.5335,124
29.1428,90.467,152
26.2031,93.2396,142
25.4557,90.6431,149
21.2471,44.1257,76
24.551,80.2438,131
24.7078,23.4936,58
26.7572,76.1621,117
30.1825,64.3514,112
26.5319,42.3168,78
27.7218,84.5258,157
26.8253,72.5232,115
28.0437,70.1042,119
31.6626,21.6422,44
21.8072,5.65111,17
30.336,11.8572,23
24.196,51.7324,78
29.5967,85.5175,153
25.9454,21.6749,55
25.7221,90.1373,160
25.4242,70.8148,120
29.4472,31.9929,56
30.0405,22.4416,35
16.4952,13.0618,22
23.5811,66.2435,116
25.3082,16.4629,41
30.6794,16.1985,30
24.5705,82.5532,140
26.3544,36.7809,71
23.0718,71.1305,116
21.7474,86.6486,150
25.626,52.1045,82
28.4243,76.1377,134
23.8204,94.0996,161
30.322,54.4198,85
17.9634,86.3597,155
28.2446,56.5271,106
30.2009,83.8299,141
28.3504,17.3322,28
26.2319,3.88964,15
25.6029,7.40638,19
26.326,29.0388,45
27.2896,91.9536,158
23.4497,91.4596,155
25.0161,48.7805,102
21.1799,84.015,139
29.7874,74.0981,120
22.5904,15.3666,42
26.4241,40.3955,79
34.4572,92.0823,156
26.3108,87.5505,136
35.2469,91.2551,146
25.6177,61.7715,94
23.364,51.4873,85
34.9942,41.1951,78
26.804,95.6751,144
27.3577,56.3791,99
25.1429,20.4719,32
25.9986,59.3755,103
25.2397,28.6662,49
26.4196,91.2893,162
20.544,45.7482,73
20.9438,14.5046,25
29.9207,76.2327,119
23.7337,34.8485,64
26.4994,32.1516,56
27.8969,31.2221,52
21.0397,88.6357,167
30.324,68.3135,121
20.2712,6.42688,15
30.7484,18.8152,46
24.0893,10.981,26
23.9005,65.2084,105
23.0791,71.838,115
35.9993,11.4094,24
24.923,78.676,121
25.184,0.795757,6
19.218,10.9896,21
27.5663,72.0589,118
27.5893,24.2452,48
31.9725,65.0128,104
20.2489,52.8695,81
28.0779,1.05992,5
27.0183,56.0038,110
24.6683,60.5676,111
28.8577,13.0232,27
24.9136,17.2563,41
23.7172,3.54127,8
33.3744,85.4939,131
19.3486,3.43054,10
31.6742,81.1178,136
32.3778,88.6121,134
27.7665,54.4743,100
