x,y,z
23.0319,56.8954,59
21.7813,80.5245,60
16.4473,24.0072,28
15.7761,50.2602,42
11.6565,80.09,62
30.1509,84.5026,73
20.8903,89.7298,60
25.1907,99.424,90
25.2576,42.8529,45
16.1378,40.7925,37
13.7289,26.1856,26
24.0621,45.31,46
20.9276,94.3585,72
18.5825,27.5873,28
13.8948,12.345,9
26.432,33.0793,23
17.8184,3.99851,6
18.5709,60.5099,54
23.946,26.2855,18
17.9197,63.9105,53
29.1569,34.3852,32
14.8919,12.7164,15
19.1724,77.4222,68
21.4041,25.2457,22
29.046,68.3728,55
18.1058,37.9352,34
21.5242,50.7512,44
22.1093,15.258,20
12.2402,66.2701,71
23.1514,38.7996,33
4.06795,87.3877,73
20.7495,41.99,45
15.1412,69.2047,55
17.4733,11.0112,10
15.721,22.7738,24
23.8474,49.1719,47
24.5538,10.3595,9
20.4396,45.8268,38
5.60556,53.0086,49
12.7889,5.47431,10
22.1383,46.7879,40
15.7414,63.8758,45
15.8055,42.1509,46
23.1279,11.3422,10
23.9781,60.168,47
22.705,85.225,80
18.3526,93.4389,79
13.3042,38.892,24
24.4277,87.8652,92
22.2909,32.124,36
33.2695,36.0918,30
8.09852,60.7729,43
16.1032,40.1569,27
20.0367,80.0362,70
15.5039,14.2756,22
14.5057,75.151,54
26.99,45.6163,56
16.7385,66.2464,52
16.2608,79.3023,80
6.48906,42.6286,32
27.5176,76.5256,61
11.3354,38.447,30
23.4619,2.87675,9
17.8519,87.978,68
21.4418,16.2057,22
18.3445,3.14623,10
19.5159,72.5915,63
16.8812,81.1715,59
18.3563,8.47773,12
26.7538,8.60688,11
24.0314,47.487,36
17.785,52.0598,49
20.2844,12.3647,14
28.4483,30.0499,36
22.2926,52.8318,58
24.4269,97.9005,87
8.32212,22.997,21
19.8529,6.24898,13
25.7429,99.7073,64
15.5661,50.7781,49
23.9826,26.6421,22
23.8029,76.7749,69
16.1673,13.388,19
24.3342,43.9483,38
31.9782,1.51095,13
14.5546,75.8482,44
15.7982,30.7867,30
21.1557,38.6562,30
26.8008,54.0744,45
7.55798,29.5678,21
21.2451,78.4943,56
19.0221,74.0924,56
18.169,34.5786,33
30.5704,72.8336,48
9.50827,8.537,17
14.6385,0.285183,6
21.5051,72.2198,54
20.4205,0.996773,3
26.2214,87.4513,61
9.1746,88.1243,67
